random_order,id,level,dist_id,district,school,state,county,city,address,zip,cleaned
2348,00909139,Elementary,Nan,Nan,St Mary'S Catholic School Belen,NM,Valencia,Belen,101A N 10TH ST,87002,St Mary'S Catholic School Belen
2349,00031108,Elementary,Nan,Nan,St Anthony Of Padua Catholic School,AZ,Pinal,Casa Grande,501 E 2ND ST,85122,St Anthony Of Padua Catholic School
2350,263021008767,High,2630210.0,Roseville Community Schools,Achievement High School,MI,Macomb County,Roseville,17855 Common Rd,48066,Achievement High School
2351,A0900664,Combined Elem/Sec,Nan,Nan,Mountain Valley Christian Academy,CO,Grand,Kremmling,PO BOX 1755,80459,Mountain Valley Christian Academy
2352,510126000453,Middle,5101260.0,Fairfax Co Pblc Schs,Cooper Middle,VA,Fairfax County,Mclean,977 Balls Hill Rd,22101,Cooper Middle School
2353,A1503953,Combined Elem/Sec,Nan,Nan,Hickory Ridge Academy,VA,Chesapeake,Chesapeake,3320 BATTLEFIELD BLVD S,23322,Hickory Ridge Academy
2354,01651244,Combined Elem/Sec,Nan,Nan,Independent Baptist Academy,MD,Prince George'S,Clinton,PO BOX 206,20735,Independent Baptist Academy
2355,550192002751,High,5501920.0,Butternut School District,Promethean Charter School,WI,Ashland County,Butternut,312 W Wisconsin St,54514,Promethean Charter School
2356,00347891,Elementary,Nan,Nan,St Josephs School,IL,Mchenry,Harvard,201 N DIVISION ST,60033,St Josephs School
2357,150003000298,Middle,1500030.0,Hawaii Department Of Education,School For Examining Essential Questions Of Sustainability,HI,Honolulu County,Honolulu,845 22nd Ave,96816,School For Examining Essential Questions Of Sustainability
2358,A1101135,Combined Elem/Sec,Nan,Nan,New Living Word School,LA,Lincoln,Ruston,PO BOX 2052,71273,New Living Word School
2359,330004000678,Middle,3300040.0,Academy For Science And Design Charter School,Academy For Science And Design Charter (M),NH,Hillsborough County,Nashua,486 Amherst Street,03063,Academy For Science And Design Charter (M)
2360,100017000033,Middle,1000170.0,Cape Henlopen School District,Mariner Middle School,DE,Sussex County,Milton,16391 Harbeson Rd.,19968,Mariner Middle School
2361,01283325,Elementary,Nan,Nan,Rapid City Seventh-Day Adventist Elementary School,SD,Pennington,Rapid City,305 N 39TH ST,57702,Rapid City Seventh-Day Adventist Elementary School
2362,A1700019,Combined Elem/Sec,Nan,Nan,Iqra Math And Science Academy,AL,Calhoun,Anniston,1821 MCCALL DR,36207,Iqra Math And Science Academy
2363,280249000480,Middle,2802490.0,Lawrence Co School Dist,Rod Paige Middle School,MS,Lawrence County,Monticello,1570 Broad St. West,39654,Rod Paige Middle School
2364,051254001012,High,512540.0,Southside School District,Southside Charter High School,AR,Independence County,Batesville,70 SCOTT DR,72501,Southside Charter High School
2365,350018000145,Elementary,3500180.0,Belen Consolidated Schools,Jaramillo Elementary,NM,Valencia County,Belen,900 ESPERANZA DR,87002,Jaramillo Elementary School
2366,02067405,Combined Elem/Sec,Nan,Nan,Boomer Christian Academy,WV,Fayette,Boomer,BOX 446,25031,Boomer Christian Academy
2367,510309001275,Elementary,5103090.0,Prince George Co Pblc Schs,David A. Harrison Elem,VA,Prince George County,Disputanta,12900 E Quaker Rd,23842,David A. Harrison Elem
2368,490018601483,High,4900186.0,American Academy Of Innovation,American Academy Of Innovation,UT,Salt Lake County,South Jordan,5410 W South Jordan Parkway,84009,American Academy Of Innovation
2369,01282671,Elementary,Nan,Nan,Zion Lutheran School,SD,Pennington,Rapid City,4550 MOUNT RUSHMORE RD,57701,Zion Lutheran School
2370,260008000544,Elementary,2600080.0,El-Hajj Malik El-Shabazz Academy,Elhajj Malik Elshabazz Academy,MI,Ingham County,Lansing,1028 WEST BARNES AVE,48910,Elhajj Malik Elshabazz Academy
2371,150003000129,Middle,1500030.0,Hawaii Department Of Education,Ilima Intermediate School,HI,Honolulu County,Ewa Beach,91-884 Fort Weaver Rd,96706,Ilima Intermediate School
2372,A9102202,Combined Elem/Sec,Nan,Nan,Mount Paran Christian School,GA,Cobb,Kennesaw,1275 STANLEY RD NW,30152,Mount Paran Christian School
2373,490017801477,High,4900178.0,Roots Charter High School,Roots Charter High School,UT,Salt Lake County,West Valley City,2250 South 1300 West,84119,Roots Charter High School
2374,220030202460,Elementary,2200302.0,Firstline Live Oak,Firstline Live Oak,LA,Nan,New Orleans,3128 Constance St.,70115,Firstline Live Oak
2375,291640002743,High,2900014.0,Hogan Preparatory Academy,Hogan Preparatory Academy,MO,Jackson County,Kansas City,1221 E MEYER BLVD,64131,Hogan Preparatory Academy
2376,482364012383,Middle,4823640.0,Houston Isd,Energized For Stem Academy Southwest Middle,TX,Harris County,Houston,7055 BEECHNUT,77074,Energized For Stem Academy Southwest Middle School
2377,231482123147,High,2314821.0,Maine Virtual Academy,Maine Virtual Academy,ME,Kennebec County,Augusta,6 East Chestnut St.  Suite 230,04330,Maine Virtual Academy
2378,350156000815,High,3501560.0,West Las Vegas Public Schools,Wlv Family Partnership,NM,San Miguel County,Las Vegas,1341 SOUTH GONZALES ST,87701,Wlv Family Partnership
2379,490063000386,Elementary,4900630.0,Nebo District,Mapleton School,UT,Utah County,Mapleton,120 W MAPLE,84664,Mapleton School
2380,481830010650,Elementary,4818300.0,El Paso Isd,Tom Lea Jr El,TX,El Paso County,El Paso,4851 MARCUS URBINE DR,79934,Tom Lea Jr Elementary School
2381,180648001655,Middle,1806480.0,Sheridan Community Schools,Sheridan Middle School,IN,Hamilton County,Sheridan,3030 W 246th St,46069,Sheridan Middle School
2382,192013001193,High,1920130.0,Muscatine Comm School District,Muscatine High School,IA,Muscatine County,Muscatine,2705 Cedar,52761,Muscatine High School
2383,A1502783,Elementary,Nan,Nan,Loccse Academy,ND,Burleigh,Bismarck,1025 N 2ND ST,58501,Loccse Academy
2384,201299002009,High,2012990.0,Wichita,Wichita Learning Center,KS,Sedgwick County,Wichita,1847 N Chautauqua,67214,Wichita Learning Center
2385,191644000980,Elementary,1916440.0,Lawton-Bronson Comm School District,Bronson Elementary School,IA,Woodbury County,Bronson,113 West 1st Street,51007,Bronson Elementary School
2386,193108001812,High,1931080.0,West Marshall Comm School District,West Marshall High School,IA,Marshall County,State Center,601 3rd Street NW,50247,West Marshall High School
2387,A1701400,Elementary,Nan,Nan,Acorn Learning Center,ID,Twin Falls,Twin Falls,493 EASTLAND DR,83301,Acorn Learning Center
2388,500252000485,Middle,5002520.0,Brattleboro Uhsd #6,Brattleboro Area Middle School,VT,Windham County,Brattleboro,109 Sunny Acres,05301,Brattleboro Area Middle School
2389,450321001604,High,4503210.0,Orangeburg 05,Ocsd5 High School For Health Professions,SC,Orangeburg County,Orangeburg,130 Howard Hill Drive,29118,Ocsd5 High School For Health Professions
2390,410690000468,Elementary,4106900.0,Three Rivers/Josephine County Sd,Ft Vannoy Elementary School,OR,Josephine County,Grants Pass,5250 Upper River Rd,97526,Ft Vannoy Elementary School
2391,370035903337,Elementary,3700359.0,Pioneer Springs Community School,Pioneer Springs Community School,NC,Mecklenburg County,Charlotte,9300 Bob Beatty Rd.,28269,Pioneer Springs Community School
2392,450186000371,High,4501860.0,Darlington 01,Lamar High,SC,Darlington County,Lamar,216 North Darlington Avenue,29069,Lamar High School
2393,080492001760,Elementary,804920.0,Weld County School District Re-3J,Cardinal Community Academy Charter School,CO,Weld County,Keenesburg,3101 WCR 65,80643,Cardinal Community Academy Charter School
2394,120018008297,Elementary,1200180.0,Broward,Renaissance Charter Schools At Pines,FL,Broward County,Pembroke Pines,10501 PINES BLVD,33026,Renaissance Charter Schools At Pines
2395,330329100707,High,3303291.0,Next Charter School District,Next Charter School,NH,Rockingham County,Derry,5 Hood Road,03038,Next Charter School
2396,220051000334,High,2200510.0,Desoto Parish,Mansfield High School,LA,De Soto Parish,Mansfield,401 Kings Highway,71052,Mansfield High School
2397,250005301256,High,2500053.0,Boston Collegiate Charter (District),Boston Collegiate Charter School,MA,Suffolk County,Dorchester,11 Mayhew Street,02125,Boston Collegiate Charter School
2398,240009001682,High,2400090.0,Baltimore City Public Schools,Baltimore Leadership School For Young Women,MD,Baltimore City,Baltimore,128 W. Franklin Street,21201,Baltimore Leadership School For Young Women
2399,482850010898,Middle,4828500.0,Lubbock Isd,Hutchinson Middle,TX,Lubbock County,Lubbock,3102 CANTON,79410,Hutchinson Middle School
2400,00023629,Combined Elem/Sec,Nan,Nan,Catholic Schools Of Fairbanks,AK,Fairbanks North Star,Fairbanks,615 MONROE ST,99701,Catholic Schools Of Fairbanks
2401,A9102779,Elementary,Nan,Nan,Wabash School,IN,Elkhart,Wakarusa,66744 COUNTY ROAD 7,46573,Wabash School
2402,500522000175,Elementary,5005220.0,Lowell School District,Lowell Village School,VT,Orleans County,Lowell,52 Gelo Park Road,05847,Lowell Village School
2403,390496403660,Middle,3904964.0,Valley Local,Valley Middle School,OH,Scioto County,Lucasville,393 Indian Dr,45648,Valley Middle School
2404,00331178,Combined Elem/Sec,Nan,Nan,Greenleaf Friends Academy,ID,Canyon,Greenleaf,20565 ACADEMY RD,83626,Greenleaf Friends Academy
2405,280180000980,Middle,2801800.0,Hattiesburg Public School Dist,N R Burger Middle School,MS,Forrest County,Hattiesburg,174 WSF TATUM DRIVE,39401,N R Burger Middle School
2406,010090002075,Middle,100900.0,Coosa County,Central Middle School,AL,Coosa County,Rockford,97 Coosa County Road 75,35136,Central Middle School
2407,290558000104,High,2905580.0,Boonville R-I,Boonville High,MO,Cooper County,Boonville,1 PIRATE DRIVE,65233,Boonville High School
2408,00852146,Combined Elem/Sec,Nan,Nan,Cardigan Mountain School,NH,Grafton,Canaan,62 ALUMNI DR,03741,Cardigan Mountain School
2409,290060103194,Elementary,2900601.0,Hope Leadership Academy,Hope Leadership Academy,MO,Jackson County,Kansas City,2800 E. LINWOOD BLVD.,64128,Hope Leadership Academy
2410,160312000541,Elementary,1603120.0,Swan Valley Elementary District,Swan Valley Elementary School,ID,Bonneville County,Irwin,3389 HIGHWAY 26,83428,Swan Valley Elementary School
2411,428066007107,High,4280660.0,Indiana County Technology Center,Indiana County Technology Center,PA,Indiana County,Indiana,441 Hamill Rd,15701,Indiana County Technology Center
2412,060004907416,Middle,600049.0,Coast Unified,Santa Lucia Middle,CA,San Luis Obispo County,Cambria,2850 Schhouse Ln.,93428,Santa Lucia Middle School
2413,A0503601,Elementary,Nan,Nan,Leport School Broadlands,VA,Loudoun,Ashburn,42945 WAXPOOL RD,20148,Leport School Broadlands
2414,A9701959,Elementary,Nan,Nan,Kids Are People Elementary School,MA,Suffolk,Boston,PO BOX 15656,02215,Kids Are People Elementary School
2415,040880001446,High,408800.0,Tucson Unified District (4403),Rincon High School,AZ,Pima County,Tucson,421 N ARCADIA AVE,85711,Rincon High School
2416,130123000478,Middle,1301230.0,Clayton County,Pointe South Middle School,GA,Clayton County,Jonesboro,8495 Thomas Rd,30238,Pointe South Middle School
2417,273180001004,Elementary,2731800.0,Rochester Public School District,Jefferson Elementary,MN,Olmsted County,Rochester,1201 10TH AVE NE,55906,Jefferson Elementary School
2418,490019701517,High,4900197.0,Real Salt Lake Academy High School,Real Salt Lake Academy High School,UT,Salt Lake County,Herriman,14750 South 3600 West,84096,Real Salt Lake Academy High School
2419,A0301601,Elementary,Nan,Nan,Hays Maranatha Christian School,KS,Ellis,Hays,1410 TOULON AVE,67601,Hays Maranatha Christian School
2420,063531008548,Middle,635310.0,Santa Ana Unified,Gonzalo Felicitas Mendez Fundamental Intermediate,CA,Orange County,Santa Ana,2000 N. Bristol,92706,Gonzalo Felicitas Mendez Fundamental Intermediate
2421,180012902534,Elementary,1800129.0,Canaan Community Academy,Canaan Community Academy,IN,Jefferson County,Canaan,8775 N Canaan Main St,47224,Canaan Community Academy
2422,410326501670,High,4103265.0,Rainier Sd 13,North Columbia Academy,OR,Columbia County,Rainier,28168 Old Rainier Rd,97048,North Columbia Academy
2423,190309000006,Elementary,1903090.0,Adair-Casey Comm School District,Adair-Casey Elementary School,IA,Guthrie County,Adair,3384 Indigo Ave.,50002,Adair-Casey Elementary School
2424,290059003182,Middle,2900590.0,Frontier Schools,Frontier Schl Of Innovation-M,MO,Jackson County,Kansas City,1575 Universal Dr.,64120,Frontier Schl Of Innovation-M
2425,090001400807,High,900014.0,Common Ground High School Dis,Common Ground High School,CT,New Haven County,New Haven,358 Springside Ave.,06515,Common Ground High School
2426,320000100833,Elementary,3200001.0,State-Sponsored Charter Schools,Learning Bridge,NV,White Pine County,Ely,505 S. Pioche Hwy,89301,Learning Bridge
2427,500456000147,Elementary,5004560.0,Hardwick School District,Hardwick Elementary School,VT,Caledonia County,Hardwick,135 South Main Street,05843,Hardwick Elementary School
2428,100001800122,Elementary,1000018.0,Providence Creek Academy Charter School,Providence Creek Academy Charter School,DE,Kent County,Clayton,273 West Duck Creek Road,19938,Providence Creek Academy Charter School
2429,160222000154,High,1602220.0,Moscow District,Paradise Creek Regional High School,ID,Latah County,Moscow,1314 SOUTH MAIN,83843,Paradise Creek Regional High School
2430,A1390062,Combined Elem/Sec,Nan,Nan,Bolder Pathway School,CO,Broomfield,Broomfield,320 E 1ST AVE STE 101,80020,Bolder Pathway School
2431,A0901618,Elementary,Nan,Nan,Friends School Of Portland,ME,Cumberland,Cumberland Foreside,11 US ROUTE 1,04110,Friends School Of Portland
2432,350093000278,Elementary,3500930.0,Estancia Municipal Schools,Lower Elementary,NM,Torrance County,Estancia,624 8TH ST,87016,Lower Elementary School
2433,Aa890477,Elementary,Nan,Nan,Lakes Area Montessori,MI,Oakland,Walled Lake,8605 RICHARDSON RD,48390,Lakes Area Montessori
2434,262073001283,Middle,2620730.0,Lake Orion Community Schools,Oakview Middle School,MI,Oakland County,Oakland,917 LAKE GEORGE RD,48363,Oakview Middle School
2435,370040303399,Elementary,3700403.0,Union Day School,Union Day School,NC,Union County,Weddington,3000 TILLEY MORRIS ROAD,28104,Union Day School
2436,482724003057,High,4827240.0,Levelland Isd,Levelland H S,TX,Hockley County,Levelland,1400 HICKORY,79336,Levelland High School
2437,231430001035,Elementary,2314818.0,Eustis Public Schools,Stratton Elementary School,ME,Franklin County,Stratton,65 School Street,04982,Stratton Elementary School
2438,290001403196,Middle,2900014.0,Hogan Preparatory Academy,Hogan Preparatory Acad Middle,MO,Jackson County,Kansas City,6409 Agnes,64132,Hogan Preparatory Academy Middle School
2439,480894007137,High,4808940.0,Austin Isd,Leadership Academy,TX,Travis County,Austin,2515 S CONGRESS,78704,Leadership Academy
2440,020009000038,High,200090.0,Craig City School District,Craig High School,AK,Prince Of Wales-Hyder Census Area,Craig,100 Panther Way,99921,Craig High School
2441,110000900520,Elementary,1100009.0,Elsie Whitlow Stokes Community Freedom Pcs,Elsie Whitlow Stokes Community Freedom Pcs - East End,DC,Nan,Washington,5600 E Capitol St NE,20019,Elsie Whitlow Stokes Community Freedom Pcs - East End
2442,380806000248,High,3808060.0,Grafton 3,Grafton High School,ND,Walsh County,Grafton,1548 School Rd,58237,Grafton High School
2443,00699899,Elementary,Nan,Nan,Presentation Of Mary School,MN,Ramsey,Maplewood,1695 KENNARD ST,55109,Presentation Of Mary School
2444,250004901245,High,2500049.0,Boston Day And Evening Academy Charter (District),Boston Day And Evening Academy Charter School,MA,Suffolk County,Roxbury,20 Kearsarge Ave,02119,Boston Day And Evening Academy Charter School
2445,421773006373,High,4217730.0,Northern Tioga Sd,Williamson Shs,PA,Tioga County,Tioga,33 Jct Cross Road,16946,Williamson Shs
2446,020018000533,Elementary,200180.0,Anchorage School District,Bear Valley Elementary,AK,Anchorage Municipality,Anchorage,15001 Mountain Air Dr,99516,Bear Valley Elementary School
2447,A9106310,Combined Elem/Sec,Nan,Nan,General Assembly Academy,TN,Lewis,Hohenwald,161 BAKER RD,38462,General Assembly Academy
2448,051252000567,High,512520.0,So. Conway Co. School District,River Valley Vocational Center,AR,Conway County,Morrilton,1905 POOR FARM RD,72110,River Valley Vocational Center
2449,172862006010,High,1728620.0,Mclean County Usd 5,Ybmc Charter Sch,IL,Mclean County,Normal,360 Wylie Dr Ste 305,61761,Ybmc Charter School
2450,301082000794,Elementary,3010820.0,Wise River Elem,Wise River School,MT,Beaverhead County,Wise River,School House Road,59762,Wise River School
2451,320048000482,High,3200480.0,Washoe County School District,I Can Do Anything Charter High School,NV,Washoe County,Reno,1195 Corporate Blvd Suite C,89502,I Can Do Anything Charter High School
2452,340414000063,Elementary,3404140.0,East Greenwich Township School District,Jeffrey Clark School,NJ,Gloucester County,Mickleton,7 QUAKER RD,08056,Jeffrey Clark School
2453,100005000342,Elementary,1000050.0,Las Americas Aspira Academy,Las Americas Aspira Academy,DE,New Castle County,Newark,326 Ruthar Drive,19711,Las Americas Aspira Academy
2454,A1500048,Elementary,Nan,Nan,Eagles' Ridge School,AK,Southeast Fairbanks,Delta Junction,PO BOX 1110,99737,Eagles' Ridge School
2455,363078004150,Middle,3630780.0,West Seneca Central School District,West Middle School,NY,Erie County,West Seneca,395 CENTER RD,14224,West Middle School
2456,A9303269,Elementary,Nan,Nan,Children'S House Montessori School,ME,Knox,Camden,58 ELM ST,04843,Children'S House Montessori School
2457,220084001884,Middle,2200840.0,Jefferson Parish,Harry S. Truman Middle School,LA,Jefferson Parish,Marrero,5417 Ehret Road,70072,Harry S. Truman Middle School
2458,00459733,Combined Elem/Sec,Nan,Nan,Waterloo Christian School,IA,Black Hawk,Waterloo,1307 W RIDGEWAY AVE 1,50701,Waterloo Christian School
